image_id,vehicle_type,x1,y1,x2,y2,cropped_image_path
2761,car,678,175,712,216,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002761_3.jpg
725,car,600,160,638,208,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000725_2.jpg
1509,car,272,140,315,152,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001509_1.jpg
942,car,163,139,187,152,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000942_4.jpg
1794,car,107,186,162,226,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001794_0.jpg
2738,work_van,216,55,282,87,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002738_2.jpg
3460,car,411,149,460,174,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003460_2.jpg
2503,car,604,179,650,229,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002503_2.jpg
625,car,44,118,149,180,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000625_0.jpg
1894,car,597,51,625,64,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001894_0.jpg
1203,car,101,62,157,87,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001203_1.jpg
1434,car,234,117,314,162,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001434_0.jpg
2942,pickup_truck,121,57,209,96,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002942_0.jpg
2244,car,378,197,467,240,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002244_3.jpg
2147,pickup_truck,211,278,387,382,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002147_0.jpg
2257,motorized_vehicle,476,96,501,116,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002257_0.jpg
2344,car,610,55,654,80,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002344_3.jpg
2988,car,633,22,692,57,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002988_0.jpg
1513,car,154,305,353,478,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001513_0.jpg
719,car,13,56,27,64,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000719_0.jpg
2631,car,2,85,47,107,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002631_2.jpg
2060,car,418,158,475,202,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002060_0.jpg
1417,pickup_truck,383,116,430,140,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001417_0.jpg
1602,motorized_vehicle,3,261,51,338,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001602_0.jpg
2576,pickup_truck,160,230,400,338,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002576_0.jpg
307,car,2,233,17,283,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000307_0.jpg
1306,bus,0,81,337,195,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001306_0.jpg
1652,car,558,168,680,272,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001652_0.jpg
2814,pickup_truck,214,35,258,52,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002814_1.jpg
3920,car,113,257,223,339,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003920_0.jpg
556,car,95,85,201,145,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000556_1.jpg
1002,car,464,35,513,61,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001002_1.jpg
3536,motorized_vehicle,1,37,26,57,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003536_1.jpg
152,articulated_truck,2,95,275,478,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000152_1.jpg
2216,car,593,296,706,476,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002216_1.jpg
3087,pickup_truck,205,133,518,382,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003087_0.jpg
2069,car,377,139,447,178,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002069_0.jpg
923,car,213,21,322,55,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000923_0.jpg
641,motorized_vehicle,286,0,347,13,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000641_0.jpg
1284,bus,0,161,540,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001284_1.jpg
3045,car,403,74,428,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003045_0.jpg
929,car,680,182,713,221,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000929_7.jpg
118,bicycle,362,137,408,242,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000118_1.jpg
260,car,115,64,195,96,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000260_0.jpg
2609,car,214,35,263,60,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002609_0.jpg
3536,pickup_truck,36,21,81,39,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003536_2.jpg
2759,pickup_truck,211,34,258,52,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002759_2.jpg
3278,car,493,133,548,175,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003278_0.jpg
852,car,121,48,226,90,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000852_0.jpg
1113,bus,0,126,208,226,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001113_0.jpg
2758,pickup_truck,108,95,219,142,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002758_2.jpg
1930,car,101,142,150,167,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001930_0.jpg
471,car,256,83,357,126,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000471_2.jpg
2974,car,1,77,33,94,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002974_0.jpg
3532,car,646,261,681,285,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003532_2.jpg
101,bus,188,85,382,215,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000101_0.jpg
639,car,406,93,471,117,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000639_0.jpg
1586,motorized_vehicle,267,102,299,121,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001586_0.jpg
2344,car,35,63,88,88,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002344_4.jpg
253,bus,480,85,710,381,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000253_0.jpg
809,car,598,175,649,204,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000809_4.jpg
3826,pickup_truck,305,224,472,344,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003826_0.jpg
2219,car,612,55,657,79,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002219_0.jpg
2020,articulated_truck,0,32,335,289,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002020_0.jpg
1989,car,97,42,215,90,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001989_0.jpg
3665,car,563,159,599,179,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003665_5.jpg
3406,pickup_truck,61,97,106,135,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003406_4.jpg
1656,pickup_truck,113,42,242,106,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001656_1.jpg
334,car,294,137,327,166,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000334_1.jpg
705,bus,155,92,453,330,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000705_0.jpg
3111,car,241,89,261,100,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003111_0.jpg
3638,motorized_vehicle,97,110,186,175,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003638_0.jpg
1118,car,277,96,293,108,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001118_1.jpg
865,car,30,142,143,185,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000865_0.jpg
3085,car,555,10,583,24,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003085_1.jpg
2115,car,121,270,451,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002115_0.jpg
361,bicycle,462,79,485,115,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000361_5.jpg
1031,car,47,127,141,181,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001031_1.jpg
2106,car,60,54,99,73,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002106_0.jpg
2084,car,34,60,90,85,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002084_2.jpg
439,motorized_vehicle,0,99,23,151,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000439_0.jpg
1942,car,135,26,163,37,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001942_2.jpg
1341,car,321,118,589,293,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001341_1.jpg
2750,motorized_vehicle,157,148,200,168,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002750_5.jpg
1223,articulated_truck,156,128,205,158,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001223_1.jpg
942,car,328,137,347,148,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000942_5.jpg
3547,car,367,265,678,478,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003547_0.jpg
1241,bus,273,160,612,333,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001241_1.jpg
1734,car,134,63,218,108,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001734_0.jpg
2434,pickup_truck,139,46,245,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002434_0.jpg
3250,car,259,54,268,62,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003250_2.jpg
531,work_van,11,109,49,156,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000531_1.jpg
2936,motorized_vehicle,627,140,719,292,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002936_0.jpg
3949,pickup_truck,445,126,492,151,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003949_2.jpg
2234,pickup_truck,239,190,373,284,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002234_0.jpg
1288,articulated_truck,4,40,715,436,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001288_0.jpg
3809,motorized_vehicle,183,406,373,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003809_3.jpg
951,car,442,48,468,61,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000951_1.jpg
2450,car,606,180,651,226,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002450_1.jpg
3592,car,100,127,222,177,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003592_0.jpg
371,car,12,140,33,158,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000371_0.jpg
464,car,126,26,197,62,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000464_1.jpg
731,car,420,1,495,18,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000731_1.jpg
2921,pedestrian,421,191,441,234,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002921_0.jpg
439,car,222,31,291,54,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000439_1.jpg
3360,pickup_truck,64,160,235,239,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003360_0.jpg
2295,car,156,27,183,36,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002295_0.jpg
2209,car,411,56,435,68,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002209_1.jpg
2746,motorized_vehicle,381,42,395,55,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002746_0.jpg
3409,motorized_vehicle,0,60,16,71,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003409_1.jpg
1373,articulated_truck,0,47,122,123,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001373_0.jpg
2716,car,622,188,715,246,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002716_1.jpg
257,car,650,175,694,207,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000257_5.jpg
3965,bicycle,94,170,149,248,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003965_0.jpg
2046,car,284,116,321,129,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002046_2.jpg
2285,car,612,134,640,157,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002285_1.jpg
3665,car,531,231,638,306,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003665_6.jpg
1232,motorized_vehicle,0,63,23,97,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001232_0.jpg
3399,motorized_vehicle,604,49,641,60,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003399_1.jpg
1132,car,143,90,256,139,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001132_1.jpg
3701,car,563,157,644,193,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003701_3.jpg
1723,articulated_truck,19,44,714,283,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001723_0.jpg
979,car,548,31,586,46,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000979_4.jpg
2663,car,686,71,710,86,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002663_4.jpg
3457,car,140,132,249,178,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003457_0.jpg
1437,car,242,270,413,392,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001437_0.jpg
1484,car,535,16,574,37,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001484_0.jpg
527,motorized_vehicle,97,464,177,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000527_0.jpg
2265,car,645,83,686,107,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002265_0.jpg
1357,pedestrian,515,62,520,79,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001357_1.jpg
108,car,324,222,530,367,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000108_0.jpg
2966,car,147,48,249,93,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002966_0.jpg
1294,car,488,207,667,306,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001294_0.jpg
2563,car,502,159,716,272,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002563_0.jpg
3248,car,675,181,719,219,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003248_2.jpg
2443,car,116,41,215,94,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002443_1.jpg
183,car,46,301,216,421,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000183_1.jpg
1065,car,566,159,594,178,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001065_1.jpg
857,car,528,98,544,111,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000857_0.jpg
1742,car,601,162,641,205,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001742_1.jpg
1137,car,631,179,684,215,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001137_0.jpg
12,pickup_truck,404,144,467,174,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000012_1.jpg
11,car,423,78,485,99,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000011_1.jpg
758,car,181,23,209,34,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000758_0.jpg
3688,car,113,55,222,104,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003688_0.jpg
3258,car,632,176,682,219,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003258_0.jpg
1739,car,254,277,459,461,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001739_0.jpg
2726,car,273,41,304,53,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002726_1.jpg
690,motorized_vehicle,278,63,304,77,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000690_0.jpg
2572,work_van,75,44,111,67,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002572_0.jpg
2309,car,445,40,473,57,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002309_0.jpg
271,car,375,153,542,220,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000271_0.jpg
1224,pickup_truck,63,97,109,131,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001224_1.jpg
1052,motorized_vehicle,3,86,12,106,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001052_3.jpg
3756,single_unit_truck,284,97,376,143,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003756_0.jpg
1118,car,231,137,265,168,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001118_2.jpg
2198,car,633,181,680,223,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002198_0.jpg
3341,car,613,132,639,155,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003341_0.jpg
1795,car,200,176,241,195,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001795_1.jpg
2760,car,53,43,77,57,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002760_1.jpg
895,car,144,137,197,155,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000895_0.jpg
2068,single_unit_truck,545,8,646,62,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002068_0.jpg
1185,car,684,70,713,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001185_3.jpg
2811,car,305,146,354,163,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002811_3.jpg
3788,car,1,119,33,151,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003788_2.jpg
3027,motorized_vehicle,2,213,242,384,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003027_1.jpg
1431,car,329,164,544,265,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001431_1.jpg
506,motorcycle,415,92,434,117,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000506_0.jpg
3340,car,94,102,231,155,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003340_0.jpg
2916,car,154,26,182,36,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002916_1.jpg
73,car,639,108,686,150,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000073_2.jpg
3445,pickup_truck,26,153,208,254,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003445_2.jpg
2165,car,147,138,159,148,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002165_4.jpg
2334,car,1,173,123,240,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002334_0.jpg
1894,car,37,61,91,86,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001894_1.jpg
1346,car,344,117,537,192,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001346_0.jpg
1857,car,345,94,373,119,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001857_0.jpg
484,pickup_truck,298,143,435,217,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000484_0.jpg
3416,car,146,54,186,69,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003416_0.jpg
1030,car,141,103,211,146,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001030_1.jpg
2286,car,22,35,34,43,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002286_1.jpg
2362,car,413,106,443,125,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002362_0.jpg
693,car,54,40,63,45,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000693_2.jpg
2501,car,231,171,293,222,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002501_0.jpg
2978,car,610,133,640,160,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002978_1.jpg
2446,car,13,18,81,69,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002446_0.jpg
1954,car,36,26,68,43,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001954_1.jpg
1933,car,245,58,318,93,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001933_0.jpg
2465,car,122,92,250,143,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002465_0.jpg
3375,car,610,169,649,208,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003375_2.jpg
2974,car,496,26,527,44,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002974_1.jpg
1517,car,264,163,471,362,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001517_1.jpg
2375,work_van,131,86,204,135,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002375_0.jpg
2242,car,136,288,334,470,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002242_0.jpg
2055,pedestrian,105,93,119,131,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002055_0.jpg
2052,car,382,196,468,218,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002052_6.jpg
368,pickup_truck,430,98,451,117,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000368_0.jpg
2532,bicycle,22,173,69,224,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002532_0.jpg
134,car,549,82,567,91,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000134_2.jpg
3492,car,551,103,571,116,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003492_2.jpg
522,motorized_vehicle,1,361,86,477,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000522_2.jpg
359,car,606,55,653,77,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000359_0.jpg
728,car,616,151,657,180,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000728_0.jpg
85,car,620,174,665,198,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000085_1.jpg
53,motorized_vehicle,284,57,298,68,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000053_1.jpg
1260,work_van,213,73,337,142,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001260_0.jpg
1777,car,265,9,299,22,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001777_1.jpg
2468,car,325,88,337,122,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002468_1.jpg
1529,pickup_truck,213,35,256,52,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001529_0.jpg
3815,single_unit_truck,265,20,324,47,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003815_0.jpg
1004,car,137,46,188,65,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001004_1.jpg
531,work_van,220,143,426,292,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000531_2.jpg
3701,car,550,241,653,314,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003701_4.jpg
